accident,where,,time,whether,state,
負傷,神戸市兵庫区,0101,16,晴,乾燥,20170101
負傷,神戸市北区,0101,17,晴,乾燥,20170101
負傷,神戸市垂水区,0101,0,晴,乾燥,20170101
負傷,神戸市垂水区,0101,10,晴,乾燥,20170101
負傷,神戸市東灘区,0102,9,晴,乾燥,20170102
負傷,神戸市東灘区,0102,16,晴,乾燥,20170102
負傷,神戸市灘区,0102,18,晴,乾燥,20170102
負傷,神戸市兵庫区,0102,14,晴,乾燥,20170102
負傷,神戸市北区,0102,19,晴,乾燥,20170102
負傷,神戸市北区,0102,16,曇,乾燥,20170102
負傷,神戸市北区,0102,15,曇,乾燥,20170102
負傷,神戸市長田区,0102,11,晴,乾燥,20170102
負傷,神戸市須磨区,0102,15,晴,乾燥,20170102
負傷,神戸市垂水区,0102,11,晴,乾燥,20170102
負傷,神戸市垂水区,0102,14,晴,乾燥,20170102
負傷,神戸市垂水区,0102,14,晴,乾燥,20170102
負傷,神戸市西区,0102,13,晴,乾燥,20170102
負傷,神戸市西区,0102,18,晴,乾燥,20170102
負傷,神戸市西区,0102,22,晴,乾燥,20170102
負傷,神戸市中央区,0103,12,晴,乾燥,20170103
負傷,神戸市中央区,0103,20,晴,乾燥,20170103
負傷,神戸市東灘区,0103,11,晴,乾燥,20170103
負傷,神戸市東灘区,0103,12,晴,乾燥,20170103
負傷,神戸市東灘区,0103,16,晴,乾燥,20170103
負傷,神戸市灘区,0103,22,晴,乾燥,20170103
負傷,神戸市灘区,0103,18,晴,乾燥,20170103
負傷,神戸市北区,0103,20,晴,乾燥,20170103
負傷,神戸市北区,0103,12,曇,乾燥,20170103
負傷,神戸市北区,0103,9,晴,乾燥,20170103
負傷,神戸市垂水区,0103,9,晴,乾燥,20170103
負傷,神戸市垂水区,0103,23,晴,乾燥,20170103
負傷,神戸市西区,0103,1,晴,乾燥,20170103
負傷,神戸市西区,0103,21,晴,乾燥,20170103
負傷,神戸市西区,0103,17,晴,乾燥,20170103
負傷,神戸市西区,0103,20,晴,乾燥,20170103
負傷,神戸市中央区,0104,18,晴,乾燥,20170104
負傷,神戸市東灘区,0104,17,晴,乾燥,20170104
負傷,神戸市灘区,0104,11,晴,乾燥,20170104
負傷,神戸市兵庫区,0104,11,晴,乾燥,20170104
負傷,神戸市兵庫区,0104,11,晴,乾燥,20170104
負傷,神戸市兵庫区,0104,18,晴,乾燥,20170104
負傷,神戸市北区,0104,15,曇,乾燥,20170104
負傷,神戸市北区,0104,21,晴,乾燥,20170104
負傷,神戸市北区,0104,9,晴,乾燥,20170104
負傷,神戸市北区,0104,10,晴,乾燥,20170104
負傷,神戸市須磨区,0104,13,晴,乾燥,20170104
負傷,神戸市垂水区,0104,10,晴,乾燥,20170104
負傷,神戸市垂水区,0104,11,晴,乾燥,20170104
負傷,神戸市西区,0104,19,晴,乾燥,20170104
負傷,神戸市西区,0104,9,晴,乾燥,20170104
負傷,神戸市東灘区,0105,6,晴,乾燥,20170105
負傷,神戸市東灘区,0105,18,晴,乾燥,20170105
負傷,神戸市東灘区,0105,6,晴,乾燥,20170105
負傷,神戸市長田区,0105,17,曇,乾燥,20170105
負傷,神戸市須磨区,0105,8,晴,乾燥,20170105
負傷,神戸市須磨区,0105,21,晴,乾燥,20170105
負傷,神戸市垂水区,0105,14,曇,乾燥,20170105
負傷,神戸市垂水区,0105,17,曇,乾燥,20170105
負傷,神戸市垂水区,0105,22,曇,乾燥,20170105
負傷,神戸市垂水区,0105,12,晴,乾燥,20170105
負傷,神戸市西区,0105,17,晴,乾燥,20170105
負傷,神戸市西区,0105,14,晴,乾燥,20170105
負傷,神戸市中央区,0106,15,晴,乾燥,20170106
負傷,神戸市中央区,0106,17,晴,乾燥,20170106
負傷,神戸市中央区,0106,13,晴,乾燥,20170106
負傷,神戸市東灘区,0106,10,晴,乾燥,20170106
負傷,神戸市東灘区,0106,17,晴,乾燥,20170106
負傷,神戸市兵庫区,0106,11,晴,乾燥,20170106
負傷,神戸市兵庫区,0106,21,晴,乾燥,20170106
負傷,神戸市北区,0106,15,曇,乾燥,20170106
負傷,神戸市北区,0106,17,晴,乾燥,20170106
負傷,神戸市北区,0106,16,晴,乾燥,20170106
負傷,神戸市北区,0106,18,晴,乾燥,20170106
負傷,神戸市長田区,0106,12,晴,乾燥,20170106
負傷,神戸市長田区,0106,16,晴,乾燥,20170106
負傷,神戸市須磨区,0106,15,晴,乾燥,20170106
負傷,神戸市垂水区,0106,13,晴,乾燥,20170106
負傷,神戸市垂水区,0106,18,晴,乾燥,20170106
負傷,神戸市垂水区,0106,22,晴,乾燥,20170106
負傷,神戸市垂水区,0106,7,曇,乾燥,20170106
負傷,神戸市西区,0106,14,晴,乾燥,20170106
負傷,神戸市西区,0106,15,晴,乾燥,20170106
負傷,神戸市西区,0106,7,晴,乾燥,20170106
負傷,神戸市中央区,0107,12,晴,乾燥,20170107
負傷,神戸市長田区,0107,9,晴,乾燥,20170107
負傷,神戸市長田区,0107,17,晴,乾燥,20170107
負傷,神戸市長田区,0107,8,晴,乾燥,20170107
負傷,神戸市長田区,0107,19,晴,乾燥,20170107
負傷,神戸市須磨区,0107,13,晴,乾燥,20170107
負傷,神戸市須磨区,0107,23,晴,乾燥,20170107
負傷,神戸市垂水区,0107,13,晴,乾燥,20170107
負傷,神戸市垂水区,0107,19,曇,乾燥,20170107
負傷,神戸市垂水区,0107,19,曇,乾燥,20170107
負傷,神戸市垂水区,0107,18,曇,乾燥,20170107
負傷,神戸市西区,0107,7,晴,乾燥,20170107
負傷,神戸市中央区,0108,9,雨,湿潤,20170108
負傷,神戸市北区,0108,11,雨,湿潤,20170108
負傷,神戸市北区,0108,15,雨,湿潤,20170108
負傷,神戸市長田区,0108,9,雨,湿潤,20170108
負傷,神戸市須磨区,0108,16,雨,湿潤,20170108
負傷,神戸市須磨区,0108,17,雨,湿潤,20170108
負傷,神戸市垂水区,0108,17,雨,湿潤,20170108
負傷,神戸市垂水区,0108,19,晴,乾燥,20170108
負傷,神戸市西区,0108,17,雨,湿潤,20170108
負傷,神戸市西区,0108,18,雨,乾燥,20170108
負傷,神戸市西区,0108,16,雨,湿潤,20170108
負傷,神戸市西区,0108,15,雨,湿潤,20170108
負傷,神戸市中央区,0109,23,晴,乾燥,20170109
負傷,神戸市東灘区,0109,6,晴,乾燥,20170109
負傷,神戸市兵庫区,0109,8,晴,乾燥,20170109
負傷,神戸市兵庫区,0109,18,晴,乾燥,20170109
負傷,神戸市北区,0109,15,曇,乾燥,20170109
負傷,神戸市北区,0109,22,晴,乾燥,20170109
負傷,神戸市長田区,0109,13,曇,乾燥,20170109
負傷,神戸市西区,0109,16,晴,乾燥,20170109
負傷,神戸市西区,0109,16,晴,乾燥,20170109
負傷,神戸市中央区,0110,5,晴,乾燥,20170110
負傷,神戸市中央区,0110,17,晴,乾燥,20170110
負傷,神戸市中央区,0110,21,晴,乾燥,20170110
負傷,神戸市中央区,0110,15,晴,乾燥,20170110
負傷,神戸市中央区,0110,13,晴,乾燥,20170110
負傷,神戸市中央区,0110,9,晴,乾燥,20170110
負傷,神戸市中央区,0110,18,晴,乾燥,20170110
負傷,神戸市東灘区,0110,8,晴,乾燥,20170110
負傷,神戸市東灘区,0110,15,晴,乾燥,20170110
負傷,神戸市灘区,0110,12,晴,乾燥,20170110
負傷,神戸市兵庫区,0110,7,晴,乾燥,20170110
死亡,神戸市兵庫区,0110,17,晴,乾燥,20170110
負傷,神戸市兵庫区,0110,10,晴,乾燥,20170110
負傷,神戸市兵庫区,0110,10,晴,乾燥,20170110
負傷,神戸市北区,0110,8,晴,乾燥,20170110
負傷,神戸市北区,0110,18,曇,乾燥,20170110
負傷,神戸市北区,0110,6,晴,乾燥,20170110
負傷,神戸市長田区,0110,10,晴,乾燥,20170110
負傷,神戸市須磨区,0110,7,晴,乾燥,20170110
負傷,神戸市垂水区,0110,8,晴,乾燥,20170110
負傷,神戸市垂水区,0110,20,晴,乾燥,20170110
負傷,神戸市垂水区,0110,15,曇,乾燥,20170110
負傷,神戸市西区,0110,7,晴,乾燥,20170110
負傷,神戸市西区,0110,11,晴,乾燥,20170110
負傷,神戸市西区,0110,11,晴,乾燥,20170110
負傷,神戸市西区,0110,20,曇,乾燥,20170110
負傷,神戸市西区,0110,7,晴,乾燥,20170110
負傷,神戸市西区,0110,17,曇,乾燥,20170110
負傷,神戸市西区,0110,16,晴,乾燥,20170110
負傷,神戸市中央区,0111,11,曇,乾燥,20170111
負傷,神戸市中央区,0111,20,晴,乾燥,20170111
負傷,神戸市中央区,0111,1,晴,乾燥,20170111
負傷,神戸市中央区,0111,13,晴,乾燥,20170111
負傷,神戸市中央区,0111,19,晴,乾燥,20170111
負傷,神戸市中央区,0111,20,晴,乾燥,20170111
負傷,神戸市東灘区,0111,10,晴,乾燥,20170111
負傷,神戸市東灘区,0111,15,晴,乾燥,20170111
負傷,神戸市灘区,0111,7,晴,乾燥,20170111
死亡,神戸市灘区,0111,17,晴,乾燥,20170111
負傷,神戸市灘区,0111,11,晴,乾燥,20170111
負傷,神戸市兵庫区,0111,16,晴,乾燥,20170111
負傷,神戸市兵庫区,0111,8,晴,乾燥,20170111
負傷,神戸市北区,0111,11,晴,乾燥,20170111
負傷,神戸市北区,0111,17,晴,乾燥,20170111
負傷,神戸市垂水区,0111,5,晴,乾燥,20170111
負傷,神戸市垂水区,0111,9,晴,乾燥,20170111
負傷,神戸市垂水区,0111,16,晴,乾燥,20170111
負傷,神戸市垂水区,0111,22,曇,乾燥,20170111
負傷,神戸市中央区,0112,21,晴,乾燥,20170112
負傷,神戸市中央区,0112,10,晴,乾燥,20170112
死亡,神戸市中央区,0112,22,晴,乾燥,20170112
負傷,神戸市灘区,0112,16,晴,乾燥,20170112
負傷,神戸市灘区,0112,18,晴,乾燥,20170112
負傷,神戸市兵庫区,0112,8,晴,乾燥,20170112
負傷,神戸市兵庫区,0112,9,晴,乾燥,20170112
負傷,神戸市兵庫区,0112,18,晴,乾燥,20170112
負傷,神戸市北区,0112,11,晴,乾燥,20170112
負傷,神戸市北区,0112,21,晴,乾燥,20170112
負傷,神戸市北区,0112,7,晴,乾燥,20170112
負傷,神戸市北区,0112,9,晴,乾燥,20170112
負傷,神戸市長田区,0112,20,曇,乾燥,20170112
負傷,神戸市長田区,0112,20,曇,乾燥,20170112
負傷,神戸市垂水区,0112,9,晴,乾燥,20170112
負傷,神戸市西区,0112,10,晴,乾燥,20170112
負傷,神戸市中央区,0113,18,晴,乾燥,20170113
負傷,神戸市中央区,0113,8,晴,乾燥,20170113
負傷,神戸市中央区,0113,18,晴,乾燥,20170113
負傷,神戸市東灘区,0113,3,晴,乾燥,20170113
負傷,神戸市東灘区,0113,7,晴,乾燥,20170113
負傷,神戸市灘区,0113,15,晴,乾燥,20170113
負傷,神戸市灘区,0113,9,晴,乾燥,20170113
負傷,神戸市灘区,0113,15,晴,乾燥,20170113
負傷,神戸市灘区,0113,11,晴,乾燥,20170113
負傷,神戸市兵庫区,0113,8,晴,乾燥,20170113
負傷,神戸市兵庫区,0113,8,晴,乾燥,20170113
負傷,神戸市北区,0113,20,晴,乾燥,20170113
負傷,神戸市長田区,0113,1,晴,乾燥,20170113
負傷,神戸市須磨区,0113,17,晴,乾燥,20170113
負傷,神戸市垂水区,0113,18,晴,乾燥,20170113
負傷,神戸市西区,0113,8,晴,乾燥,20170113
負傷,神戸市西区,0113,10,晴,乾燥,20170113
負傷,神戸市西区,0113,16,晴,乾燥,20170113
負傷,神戸市西区,0113,16,晴,乾燥,20170113
負傷,神戸市西区,0113,17,晴,乾燥,20170113
負傷,神戸市中央区,0114,14,晴,乾燥,20170114
負傷,神戸市中央区,0114,17,晴,乾燥,20170114
負傷,神戸市中央区,0114,8,晴,湿潤,20170114
負傷,神戸市東灘区,0114,10,晴,乾燥,20170114
負傷,神戸市東灘区,0114,13,晴,乾燥,20170114
負傷,神戸市東灘区,0114,16,晴,乾燥,20170114
負傷,神戸市灘区,0114,12,晴,乾燥,20170114
負傷,神戸市兵庫区,0114,20,雪,積雪,20170114
負傷,神戸市北区,0114,4,曇,乾燥,20170114
負傷,神戸市北区,0114,15,晴,乾燥,20170114
負傷,神戸市北区,0114,21,雪,凍結 ,20170114
負傷,神戸市北区,0114,13,晴,乾燥,20170114
負傷,神戸市北区,0114,21,雪,積雪,20170114
負傷,神戸市須磨区,0114,23,晴,乾燥,20170114
負傷,神戸市垂水区,0114,19,曇,乾燥,20170114
負傷,神戸市西区,0114,8,晴,乾燥,20170114
負傷,神戸市西区,0114,20,雪,乾燥,20170114
負傷,神戸市西区,0114,11,曇,乾燥,20170114
負傷,神戸市西区,0114,8,晴,乾燥,20170114
負傷,神戸市西区,0114,21,雪,凍結 ,20170114
負傷,神戸市西区,0114,13,晴,乾燥,20170114
負傷,神戸市西区,0114,8,晴,乾燥,20170114
負傷,神戸市西区,0114,7,晴,乾燥,20170114
負傷,神戸市中央区,0115,16,曇,乾燥,20170115
負傷,神戸市兵庫区,0115,21,晴,乾燥,20170115
負傷,神戸市北区,0115,6,雪,凍結 ,20170115
負傷,神戸市北区,0115,20,雪,凍結 ,20170115
負傷,神戸市北区,0115,20,雪,凍結 ,20170115
負傷,神戸市北区,0115,21,雪,凍結 ,20170115
負傷,神戸市北区,0115,6,晴,凍結 ,20170115
負傷,神戸市北区,0115,14,雪,湿潤,20170115
負傷,神戸市北区,0115,1,雪,凍結 ,20170115
負傷,神戸市北区,0115,2,雪,凍結 ,20170115
負傷,神戸市垂水区,0115,23,晴,乾燥,20170115
負傷,神戸市西区,0115,9,雪,凍結 ,20170115
負傷,神戸市西区,0115,16,晴,乾燥,20170115
負傷,神戸市西区,0115,16,晴,乾燥,20170115
負傷,神戸市中央区,0116,18,雨,湿潤,20170116
負傷,神戸市中央区,0116,18,雨,湿潤,20170116
負傷,神戸市中央区,0116,8,晴,乾燥,20170116
負傷,神戸市中央区,0116,23,晴,乾燥,20170116
負傷,神戸市東灘区,0116,14,晴,乾燥,20170116
負傷,神戸市東灘区,0116,19,晴,乾燥,20170116
負傷,神戸市東灘区,0116,18,雨,湿潤,20170116
負傷,神戸市東灘区,0116,8,晴,乾燥,20170116
負傷,神戸市灘区,0116,13,晴,乾燥,20170116
負傷,神戸市灘区,0116,20,曇,湿潤,20170116
負傷,神戸市灘区,0116,15,晴,乾燥,20170116
負傷,神戸市灘区,0116,20,曇,湿潤,20170116
負傷,神戸市兵庫区,0116,7,晴,乾燥,20170116
負傷,神戸市兵庫区,0116,15,晴,乾燥,20170116
負傷,神戸市北区,0116,17,曇,乾燥,20170116
負傷,神戸市北区,0116,7,雪,凍結 ,20170116
負傷,神戸市北区,0116,10,晴,乾燥,20170116
負傷,神戸市北区,0116,7,雪,凍結 ,20170116
負傷,神戸市長田区,0116,20,雨,湿潤,20170116
負傷,神戸市須磨区,0116,15,晴,乾燥,20170116
負傷,神戸市須磨区,0116,11,晴,乾燥,20170116
負傷,神戸市須磨区,0116,18,曇,乾燥,20170116
負傷,神戸市垂水区,0116,9,晴,乾燥,20170116
負傷,神戸市垂水区,0116,19,曇,乾燥,20170116
負傷,神戸市垂水区,0116,18,雨,湿潤,20170116
負傷,神戸市垂水区,0116,11,晴,乾燥,20170116
負傷,神戸市西区,0116,9,晴,乾燥,20170116
負傷,神戸市西区,0116,16,晴,乾燥,20170116
負傷,神戸市西区,0116,14,晴,乾燥,20170116
負傷,神戸市西区,0116,17,晴,乾燥,20170116
負傷,神戸市西区,0116,17,晴,乾燥,20170116
負傷,神戸市中央区,0117,17,曇,乾燥,20170117
負傷,神戸市中央区,0117,9,晴,乾燥,20170117
負傷,神戸市東灘区,0117,10,曇,乾燥,20170117
負傷,神戸市東灘区,0117,18,晴,乾燥,20170117
負傷,神戸市灘区,0117,8,雨,湿潤,20170117
負傷,神戸市兵庫区,0117,11,晴,乾燥,20170117
負傷,神戸市兵庫区,0117,20,晴,乾燥,20170117
負傷,神戸市北区,0117,13,曇,乾燥,20170117
負傷,神戸市北区,0117,8,曇,凍結 ,20170117
負傷,神戸市北区,0117,7,晴,凍結 ,20170117
負傷,神戸市北区,0117,10,晴,乾燥,20170117
負傷,神戸市長田区,0117,6,晴,乾燥,20170117
負傷,神戸市長田区,0117,11,晴,乾燥,20170117
負傷,神戸市長田区,0117,10,晴,乾燥,20170117
負傷,神戸市須磨区,0117,8,晴,乾燥,20170117
負傷,神戸市須磨区,0117,7,雪,積雪,20170117
負傷,神戸市垂水区,0117,7,晴,乾燥,20170117
負傷,神戸市垂水区,0117,10,曇,乾燥,20170117
負傷,神戸市垂水区,0117,11,曇,乾燥,20170117
負傷,神戸市垂水区,0117,18,曇,乾燥,20170117
負傷,神戸市西区,0117,6,晴,湿潤,20170117
負傷,神戸市西区,0117,7,晴,乾燥,20170117
負傷,神戸市西区,0117,14,曇,乾燥,20170117
負傷,神戸市西区,0117,9,晴,乾燥,20170117
負傷,神戸市西区,0117,11,晴,乾燥,20170117
負傷,神戸市西区,0117,20,晴,乾燥,20170117
負傷,神戸市中央区,0118,19,晴,乾燥,20170118
負傷,神戸市中央区,0118,12,晴,乾燥,20170118
負傷,神戸市東灘区,0118,7,晴,乾燥,20170118
負傷,神戸市東灘区,0118,12,晴,乾燥,20170118
負傷,神戸市兵庫区,0118,8,晴,乾燥,20170118
負傷,神戸市兵庫区,0118,10,晴,乾燥,20170118
負傷,神戸市兵庫区,0118,8,晴,乾燥,20170118
負傷,神戸市北区,0118,12,晴,乾燥,20170118
負傷,神戸市北区,0118,14,晴,乾燥,20170118
負傷,神戸市北区,0118,19,晴,乾燥,20170118
負傷,神戸市長田区,0118,6,晴,乾燥,20170118
負傷,神戸市長田区,0118,18,晴,乾燥,20170118
負傷,神戸市須磨区,0118,6,晴,湿潤,20170118
負傷,神戸市須磨区,0118,10,晴,乾燥,20170118
負傷,神戸市須磨区,0118,11,晴,乾燥,20170118
負傷,神戸市須磨区,0118,16,晴,乾燥,20170118
負傷,神戸市須磨区,0118,18,晴,乾燥,20170118
負傷,神戸市垂水区,0118,17,晴,乾燥,20170118
負傷,神戸市垂水区,0118,19,晴,乾燥,20170118
負傷,神戸市垂水区,0118,22,晴,乾燥,20170118
負傷,神戸市垂水区,0118,8,晴,乾燥,20170118
負傷,神戸市西区,0118,12,晴,乾燥,20170118
負傷,神戸市西区,0118,16,晴,乾燥,20170118
負傷,神戸市西区,0118,7,晴,乾燥,20170118
負傷,神戸市西区,0118,16,晴,乾燥,20170118
負傷,神戸市西区,0118,20,晴,乾燥,20170118
負傷,神戸市西区,0118,17,晴,乾燥,20170118
負傷,神戸市西区,0118,6,晴,凍結 ,20170118
負傷,神戸市西区,0118,12,晴,乾燥,20170118
負傷,神戸市中央区,0119,12,晴,乾燥,20170119
負傷,神戸市中央区,0119,11,晴,乾燥,20170119
負傷,神戸市中央区,0119,16,晴,乾燥,20170119
負傷,神戸市中央区,0119,19,晴,乾燥,20170119
負傷,神戸市中央区,0119,9,晴,乾燥,20170119
負傷,神戸市東灘区,0119,17,晴,乾燥,20170119
負傷,神戸市灘区,0119,17,晴,乾燥,20170119
負傷,神戸市兵庫区,0119,18,曇,乾燥,20170119
負傷,神戸市兵庫区,0119,16,晴,乾燥,20170119
負傷,神戸市北区,0119,18,晴,乾燥,20170119
負傷,神戸市北区,0119,7,晴,湿潤,20170119
負傷,神戸市須磨区,0119,10,晴,乾燥,20170119
負傷,神戸市須磨区,0119,12,晴,乾燥,20170119
負傷,神戸市垂水区,0119,8,晴,乾燥,20170119
負傷,神戸市垂水区,0119,18,曇,乾燥,20170119
負傷,神戸市西区,0119,14,晴,乾燥,20170119
負傷,神戸市西区,0119,22,曇,乾燥,20170119
負傷,神戸市西区,0119,9,曇,乾燥,20170119
負傷,神戸市中央区,0120,7,曇,乾燥,20170120
負傷,神戸市中央区,0120,18,晴,乾燥,20170120
負傷,神戸市中央区,0120,7,晴,乾燥,20170120
負傷,神戸市中央区,0120,17,曇,乾燥,20170120
負傷,神戸市中央区,0120,14,雨,湿潤,20170120
負傷,神戸市東灘区,0120,12,晴,乾燥,20170120
負傷,神戸市東灘区,0120,19,晴,乾燥,20170120
負傷,神戸市灘区,0120,11,晴,乾燥,20170120
負傷,神戸市灘区,0120,21,晴,湿潤,20170120
負傷,神戸市兵庫区,0120,7,曇,乾燥,20170120
負傷,神戸市兵庫区,0120,10,曇,乾燥,20170120
負傷,神戸市兵庫区,0120,14,曇,湿潤,20170120
負傷,神戸市北区,0120,7,雪,乾燥,20170120
負傷,神戸市長田区,0120,9,晴,乾燥,20170120
負傷,神戸市垂水区,0120,12,曇,湿潤,20170120
負傷,神戸市垂水区,0120,17,曇,乾燥,20170120
負傷,神戸市垂水区,0120,14,晴,乾燥,20170120
負傷,神戸市西区,0120,8,曇,乾燥,20170120
負傷,神戸市西区,0120,8,曇,乾燥,20170120
負傷,神戸市西区,0120,20,曇,湿潤,20170120
負傷,神戸市西区,0120,21,雨,湿潤,20170120
負傷,神戸市中央区,0121,18,晴,乾燥,20170121
負傷,神戸市中央区,0121,13,晴,乾燥,20170121
負傷,神戸市中央区,0121,14,晴,乾燥,20170121
負傷,神戸市東灘区,0121,18,曇,乾燥,20170121
負傷,神戸市灘区,0121,7,晴,湿潤,20170121
負傷,神戸市灘区,0121,8,晴,湿潤,20170121
負傷,神戸市北区,0121,7,曇,凍結 ,20170121
負傷,神戸市北区,0121,8,晴,凍結 ,20170121
負傷,神戸市北区,0121,8,晴,乾燥,20170121
負傷,神戸市北区,0121,9,曇,凍結 ,20170121
負傷,神戸市北区,0121,10,晴,湿潤,20170121
負傷,神戸市北区,0121,11,晴,乾燥,20170121
負傷,神戸市北区,0121,8,雪,凍結 ,20170121
負傷,神戸市北区,0121,9,雪,凍結 ,20170121
負傷,神戸市北区,0121,8,雪,積雪,20170121
負傷,神戸市北区,0121,7,雪,凍結 ,20170121
負傷,神戸市北区,0121,8,曇,凍結 ,20170121
負傷,神戸市北区,0121,6,曇,凍結 ,20170121
負傷,神戸市長田区,0121,10,晴,乾燥,20170121
負傷,神戸市須磨区,0121,7,晴,凍結 ,20170121
負傷,神戸市西区,0121,17,晴,乾燥,20170121
負傷,神戸市西区,0121,6,晴,凍結 ,20170121
負傷,神戸市西区,0121,17,晴,乾燥,20170121
負傷,神戸市西区,0121,8,曇,乾燥,20170121
負傷,神戸市中央区,0122,10,晴,乾燥,20170122
負傷,神戸市中央区,0122,19,晴,乾燥,20170122
負傷,神戸市東灘区,0122,20,晴,乾燥,20170122
負傷,神戸市東灘区,0122,21,晴,乾燥,20170122
負傷,神戸市灘区,0122,15,曇,湿潤,20170122
負傷,神戸市兵庫区,0122,13,曇,湿潤,20170122
負傷,神戸市北区,0122,8,曇,湿潤,20170122
負傷,神戸市長田区,0122,7,曇,乾燥,20170122
負傷,神戸市須磨区,0122,10,曇,湿潤,20170122
負傷,神戸市須磨区,0122,16,曇,湿潤,20170122
負傷,神戸市須磨区,0122,14,晴,乾燥,20170122
負傷,神戸市垂水区,0122,14,雨,湿潤,20170122
負傷,神戸市垂水区,0122,15,曇,乾燥,20170122
負傷,神戸市垂水区,0122,17,曇,乾燥,20170122
負傷,神戸市西区,0122,12,曇,乾燥,20170122
負傷,神戸市西区,0122,16,晴,乾燥,20170122
負傷,神戸市西区,0122,16,晴,乾燥,20170122
負傷,神戸市中央区,0123,15,雪,湿潤,20170123
負傷,神戸市中央区,0123,21,雪,湿潤,20170123
負傷,神戸市東灘区,0123,15,曇,乾燥,20170123
負傷,神戸市東灘区,0123,13,雪,湿潤,20170123
負傷,神戸市灘区,0123,9,晴,乾燥,20170123
負傷,神戸市兵庫区,0123,2,晴,乾燥,20170123
負傷,神戸市兵庫区,0123,18,晴,湿潤,20170123
負傷,神戸市北区,0123,15,雪,湿潤,20170123
負傷,神戸市北区,0123,16,曇,乾燥,20170123
負傷,神戸市北区,0123,13,雪,積雪,20170123
負傷,神戸市北区,0123,6,晴,乾燥,20170123
負傷,神戸市北区,0123,12,晴,乾燥,20170123
負傷,神戸市長田区,0123,17,曇,乾燥,20170123
負傷,神戸市長田区,0123,17,雪,湿潤,20170123
負傷,神戸市須磨区,0123,17,雪,乾燥,20170123
負傷,神戸市須磨区,0123,12,曇,乾燥,20170123
負傷,神戸市垂水区,0123,8,晴,乾燥,20170123
負傷,神戸市垂水区,0123,18,曇,乾燥,20170123
負傷,神戸市西区,0123,12,雪,湿潤,20170123
負傷,神戸市西区,0123,13,雪,湿潤,20170123
負傷,神戸市西区,0123,16,雪,湿潤,20170123
負傷,神戸市西区,0123,16,雪,湿潤,20170123
負傷,神戸市西区,0123,17,雪,湿潤,20170123
負傷,神戸市中央区,0124,10,晴,乾燥,20170124
負傷,神戸市中央区,0124,15,曇,乾燥,20170124
負傷,神戸市中央区,0124,6,曇,乾燥,20170124
負傷,神戸市東灘区,0124,11,晴,乾燥,20170124
負傷,神戸市東灘区,0124,17,曇,乾燥,20170124
負傷,神戸市北区,0124,7,曇,凍結 ,20170124
負傷,神戸市北区,0124,14,曇,湿潤,20170124
負傷,神戸市北区,0124,21,晴,乾燥,20170124
負傷,神戸市長田区,0124,9,晴,乾燥,20170124
負傷,神戸市須磨区,0124,13,曇,乾燥,20170124
負傷,神戸市垂水区,0124,13,曇,乾燥,20170124
負傷,神戸市垂水区,0124,10,晴,乾燥,20170124
負傷,神戸市中央区,0125,11,晴,乾燥,20170125
負傷,神戸市中央区,0125,6,晴,乾燥,20170125
負傷,神戸市中央区,0125,13,晴,乾燥,20170125
負傷,神戸市東灘区,0125,16,晴,乾燥,20170125
負傷,神戸市兵庫区,0125,13,曇,乾燥,20170125
負傷,神戸市兵庫区,0125,22,曇,乾燥,20170125
負傷,神戸市北区,0125,9,晴,乾燥,20170125
負傷,神戸市北区,0125,19,曇,乾燥,20170125
負傷,神戸市北区,0125,19,曇,凍結 ,20170125
負傷,神戸市北区,0125,10,晴,乾燥,20170125
負傷,神戸市北区,0125,17,晴,乾燥,20170125
負傷,神戸市長田区,0125,11,晴,乾燥,20170125
負傷,神戸市長田区,0125,17,晴,乾燥,20170125
負傷,神戸市須磨区,0125,7,晴,乾燥,20170125
負傷,神戸市西区,0125,21,晴,乾燥,20170125
負傷,神戸市西区,0125,9,晴,乾燥,20170125
負傷,神戸市中央区,0126,12,晴,乾燥,20170126
負傷,神戸市中央区,0126,7,晴,乾燥,20170126
負傷,神戸市東灘区,0126,6,晴,乾燥,20170126
負傷,神戸市東灘区,0126,8,晴,乾燥,20170126
負傷,神戸市東灘区,0126,15,晴,乾燥,20170126
負傷,神戸市東灘区,0126,18,晴,乾燥,20170126
負傷,神戸市灘区,0126,10,晴,乾燥,20170126
負傷,神戸市灘区,0126,14,晴,乾燥,20170126
負傷,神戸市兵庫区,0126,9,晴,乾燥,20170126
負傷,神戸市兵庫区,0126,13,晴,乾燥,20170126
負傷,神戸市北区,0126,18,晴,乾燥,20170126
負傷,神戸市北区,0126,7,晴,乾燥,20170126
負傷,神戸市長田区,0126,5,晴,乾燥,20170126
負傷,神戸市長田区,0126,8,晴,乾燥,20170126
負傷,神戸市須磨区,0126,6,晴,乾燥,20170126
負傷,神戸市西区,0126,8,晴,乾燥,20170126
負傷,神戸市西区,0126,7,晴,乾燥,20170126
負傷,神戸市西区,0126,20,晴,乾燥,20170126
負傷,神戸市西区,0126,18,晴,乾燥,20170126
負傷,神戸市西区,0126,8,晴,乾燥,20170126
負傷,神戸市中央区,0127,19,雨,湿潤,20170127
負傷,神戸市東灘区,0127,8,晴,乾燥,20170127
負傷,神戸市東灘区,0127,18,曇,乾燥,20170127
負傷,神戸市灘区,0127,11,晴,乾燥,20170127
負傷,神戸市兵庫区,0127,6,晴,乾燥,20170127
